license_plate,status,platform,created_at,shipped_at,sold_price,country,channel_ref,platform_fee
BW221109083536,shipped,Bol,2021-06-19T11:05:31,2021-06-20T19:50:32,110.24,NETHERLANDS,2E59-YT2G-3UX7,9.67
BW221109083303,shipped,Bol,2021-10-04T12:04:54,2021-10-04T19:11:13,165.07,NETHERLANDS,5URT-A74C-4GX4,12.99
BW221109083238,shipped,Bva NL,2021-06-19T10:59:05,2021-06-20T16:36:01,40.95,NETHERLANDS,3e59b3e5-53fb-4311-2780-08d931450924,
BW221109083196,shipped,Bva NL,2021-06-19T10:59:05,2021-06-20T16:36:01,17.55,NETHERLANDS,d3b4122e-7f14-4a47-277f-08d931450924,
BW221109083188,shipped,Bva NL,2021-09-27T05:52:07,2021-09-27T16:17:35,43.29,NETHERLANDS,f34af18a-c87e-4d61-600f-08d97f20c51b,
BW221109083177,shipped,Bol,2021-06-19T10:55:31,2021-06-20T19:55:13,49.27,NETHERLANDS,XCNM-AVJN-382M,6.58
BW221109083153,shipped,Bol,2021-10-04T16:12:01,2021-10-04T20:00:43,929.91,BELGIUM,CDED-XA66-0MB0,43.84
BW221109083121,shipped,Bol,2021-06-19T10:54:51,2021-06-20T19:55:15,50.69,NETHERLANDS,QU3C-54PW-L2NK,5.6
BW221109083111,shipped,Bol,2021-06-19T10:54:30,2021-06-20T14:00:29,45.96,NETHERLANDS,FU9Q-TG03-B93F,4.34
BW221109083033,shipped,Bol,2021-06-19T10:54:10,2021-06-20T19:55:11,63.01,NETHERLANDS,RR90-VFXP-XHBV,4.81
BW221109082917,shipped,Amazon,2021-06-19T10:50:08,2021-06-20T14:00:45,36.95,FRANCE,3YDK-6HPH-62HD,5.94
BW221109082885,shipped,Amazon,2021-06-19T10:50:06,2021-06-20T14:00:49,35.92,GERMANY,EF1G-YK7C-PCPN,6.86
BW221109082764,shipped,Bol,2021-06-19T10:47:33,2021-06-20T19:55:10,34.27,NETHERLANDS,4G0L-KBK4-4NTM,3.49
BW221109082722,shipped,Bol,2021-06-19T10:47:06,2021-06-20T16:35:52,96.74,NETHERLANDS,L1WN-921J-L53T,10.02
BW221109082643,shipped,Bol,2021-06-19T10:40:09,2021-06-20T14:00:28,35.56,NETHERLANDS,P70C-855V-NUAT,7.45
BW221109082505,shipped,Amazon,2021-06-19T10:36:08,2021-06-20T14:01:11,40.09,FRANCE,GKV4-334D-3Q0D,7.43
BW221109082503,shipped,Bol,2021-06-19T10:33:39,2021-06-20T19:55:10,14.55,NETHERLANDS,MH29-PBHL-FG6E,1.54
BW221109082436,shipped,Ebay,2021-06-19T10:33:26,2021-06-20T16:36:01,375.85,GERMANY,W3KD-R5TH-RACD,15
BW221109082404,shipped,Bol,2021-06-19T10:33:14,2021-06-20T20:05:30,100.95,NETHERLANDS,AB1F-W9WM-R5NM,10.33
BW221109082393,shipped,Bol,2021-11-20T15:04:44,2021-11-22T21:03:03,44.45,NETHERLANDS,HCE1-MYJL-74H9,9.07
BW221109082323,shipped,Ebay,2021-06-19T10:27:09,2021-06-20T14:00:29,65.53,GERMANY,15UT-VMN5-MWKN,4.2
BW221109082164,shipped,Amazon,2021-11-20T11:15:15,2021-11-22T20:56:07,149.09,FRANCE,3NTG-AWNE-GYLP,23.96
BW221109082129,shipped,Bol,2021-06-19T10:26:28,2021-06-20T19:55:11,13.66,NETHERLANDS,NACX-XQ0J-F6U0,2.48
BW221109082053,shipped,Amazon,2021-08-23T10:15:18,2021-08-23T16:30:46,255.73,GERMANY,B56K-KWCW-4ELJ,21.51
BW221109081990,cancelled,Bol,2021-11-17T18:32:43,,47.12,,X7YV-CVU9-4LD1,4.42
BW221109081969,shipped,Bol,2021-06-19T10:20:06,2021-06-20T14:01:05,32.07,NETHERLANDS,FTA6-PJHW-VUU8,3.72
BW221109081836,shipped,Ebay,2021-06-19T10:19:48,2021-06-20T14:00:30,32.32,GERMANY,E7M8-DNGV-VN7H,3.96
BW221109081716,shipped,Ebay,2021-06-19T10:19:48,2021-06-20T16:35:51,46.94,GERMANY,25PB-DL5A-DFER,3.09
BW221109081580,shipped,Bol,2021-06-19T10:19:26,2021-06-20T19:55:08,54.63,NETHERLANDS,5QHP-88H4-NK7T,10.92
BW221109081569,shipped,Amazon,2021-06-19T10:15:16,2021-06-20T20:05:25,226.87,BELGIUM,F8KE-2212-953P,42.41
BW221109081478,shipped,Amazon,2021-06-19T10:15:11,2021-06-20T14:00:33,165.6,GERMANY,A090-VKDL-YVFD,26.01
BW221109081446,shipped,Bol,2021-06-19T10:13:04,2021-06-20T19:55:08,32.26,NETHERLANDS,H7N7-21K1-47VH,6.85
BW221109081340,shipped,Bol,2021-06-19T10:12:40,2021-06-20T19:55:07,51.98,NETHERLANDS,KYP8-T7M8-CN00,10.43
BW221109081271,shipped,Bol,2021-06-19T10:12:21,2021-06-20T14:03:28,87.5,BELGIUM,KT4J-3Y6L-V14J,16.88
BW221109081147,shipped,Bol,2022-05-09T09:04:45,2022-05-09T13:11:47,30.59,NETHERLANDS,T09A-YRXR-VWBX,3.59
BW221109081106,shipped,Bol,2021-06-19T10:05:52,2021-06-20T19:51:38,317.88,BELGIUM,HB10-082F-5UF1,51
BW221109080881,shipped,Bol,2021-06-19T10:05:28,2021-06-20T19:55:07,75.1,NETHERLANDS,Y358-0EBE-R0B8,7.36
BW221109080772,shipped,Bol,2021-06-19T10:05:08,2021-06-20T19:55:07,21.74,NETHERLANDS,H8U0-GC17-7G7A,2.58
BW221109080723,shipped,Bol,2021-06-19T10:05:02,2021-06-20T19:58:04,70.08,NETHERLANDS,LLAP-HX73-TNTU,13.72
BW221109080558,shipped,Bol,2021-06-19T10:05:02,2021-06-20T19:58:04,70.08,NETHERLANDS,LLAP-HX73-TNTU,13.72
BW221109080546,shipped,Bva NL,2021-06-19T09:59:10,2021-06-20T19:56:28,12.87,NETHERLANDS,93323000-2942-44d9-48fa-08d931970130,
BW221109080542,shipped,Amazon,2021-06-19T09:57:33,2021-06-20T16:35:54,139.2,FRANCE,WM83-ECDA-3L87,12.04
BW221109080528,shipped,Bol,2021-06-19T09:55:21,2021-06-20T16:37:54,44.83,BELGIUM,M4MW-MBYR-TLKD,6.43
BW221109080431,shipped,Bol,2021-06-19T09:55:05,2021-06-20T19:55:06,36.45,NETHERLANDS,CA26-PJCQ-KDFF,5.41
BW221109080279,shipped,Bol,2021-06-19T09:54:44,2021-06-20T19:55:05,84.29,NETHERLANDS,7KWB-36Y4-V8A2,7.12
BW221109080191,shipped,Ebay,2021-06-19T09:54:41,2021-06-20T19:56:30,8.47,NETHERLANDS,3M35-5YF7-PW0C,0.89
BW221109080130,shipped,Bol,2021-06-19T09:54:17,2021-06-20T19:55:03,24.59,NETHERLANDS,4JFB-EM2F-UJKT,5.46
BW221109080065,shipped,Amazon,2021-06-19T09:50:17,2021-06-20T16:35:47,61.26,FRANCE,CNJ2-GGL9-CKBG,9.84
BW221109080028,shipped,Bol,2021-10-11T12:46:44,2021-10-11T20:07:37,55.01,NETHERLANDS,Y72K-YBEN-U356,9.65
BW221109079967,shipped,Bol,2021-06-19T09:48:28,2021-06-20T19:55:03,32.99,NETHERLANDS,CDED-PX4U-9TM6,4.86
BW221109079821,shipped,Bol,2021-06-19T09:48:07,2021-06-20T19:50:28,39.92,NETHERLANDS,LHM8-97NA-H8TF,3.9
BW221109079800,shipped,Bol,2021-06-19T09:48:07,2021-06-20T19:50:28,39.92,NETHERLANDS,KFJ9-GJKF-8RT3,3.9
BW221109079640,shipped,Bol,2021-06-19T09:48:07,2021-06-20T19:50:28,41.23,NETHERLANDS,89JG-FWFE-YA30,3.99
BW221109079533,shipped,Bol,2021-06-19T09:48:07,2021-06-20T19:50:28,41.23,NETHERLANDS,XJTF-72DM-JJ6K,3.99
BW221109079495,shipped,Bol,2021-06-19T09:48:07,2021-06-20T19:50:28,41.67,NETHERLANDS,UM2K-0G6G-6RML,4.03
BW221109079251,shipped,Bol,2021-06-19T09:48:07,2021-06-20T19:50:28,41.67,NETHERLANDS,8TL0-475H-8Q9W,4.03
BW221109078941,shipped,Bol,2021-06-19T09:48:07,2021-06-20T19:50:28,42.98,NETHERLANDS,YN80-DTRL-72UC,4.12
BW221109078929,shipped,Bol,2021-06-19T09:48:06,2021-06-20T19:50:27,38.6,NETHERLANDS,T1MA-M49R-CXPL,3.8
BW221109078668,shipped,Bol,2021-06-19T09:48:06,2021-06-20T19:50:27,38.6,NETHERLANDS,A7LL-2UN2-QKMJ,3.8
BW221109078436,shipped,Bol,2021-06-19T09:48:06,2021-06-20T19:50:27,39.48,NETHERLANDS,ULFD-5J70-PFMF,3.87
BW221109078418,shipped,Bol,2021-06-19T09:47:44,2021-06-20T19:51:38,36.63,BELGIUM,PURE-QEXH-3KM1,3.22
BW221109078172,shipped,Bol,2021-06-19T09:47:25,2021-06-20T14:00:59,54.8,NETHERLANDS,8986-G0TM-YMAX,4.98
BW221109077954,shipped,Bol,2021-06-19T09:40:39,2021-06-20T18:00:27,78.68,NETHERLANDS,9PCH-CTQX-0FPN,13.38
BW221109077836,shipped,Bol,2021-10-11T08:39:44,2021-10-11T20:10:48,79.23,NETHERLANDS,H4WK-5R24-T5RD,7.71
BW221109077554,shipped,Amazon,2021-06-19T09:36:06,2021-06-20T14:00:27,23.23,GERMANY,2QAJ-8QN3-9751,4.6
BW221109077257,shipped,Bol,2021-06-19T09:35:15,2021-06-20T19:55:05,38.6,NETHERLANDS,51NR-4JKP-J6DF,3.8
BW221109077190,shipped,Bol,2021-06-19T09:34:54,2021-06-20T19:51:38,65.79,BELGIUM,LU90-0DL4-NMGB,12.94
BW221109076902,shipped,Bol,2021-06-19T09:33:57,2021-06-20T19:55:05,24.45,NETHERLANDS,63PN-D18Q-L3EX,2.78
BW221109076822,shipped,Bol,2021-06-19T09:33:36,2021-06-20T19:55:06,29.73,NETHERLANDS,3WGF-0BT3-F9NM,4.48
BW221109076502,shipped,Bol,2021-06-19T09:33:19,2021-06-20T19:55:03,23.64,NETHERLANDS,V4UL-HH30-K2NX,3
BW221109076346,cancelled,Amazon,2021-06-19T09:29:05,,226.77,,YE61-DJ31-Q5X9,
BW221109076319,shipped,Ebay,2021-06-19T09:26:23,2021-06-20T14:01:09,63.85,GERMANY,KHYW-UC8H-U9D4,4.1
BW221109076211,shipped,Bol,2021-06-19T09:26:22,2021-06-20T19:55:04,42.95,NETHERLANDS,YPYB-36BF-75HV,4.14
BW221109075759,shipped,Amazon,2021-06-19T09:22:12,2021-06-20T16:36:03,67.69,GERMANY,N8YB-48AA-F463,5.85
BW221109075340,shipped,Bol,2021-06-19T09:19:55,2021-06-20T19:55:01,18.22,NETHERLANDS,M0F9-J5NV-W23R,4.32
BW221109075297,shipped,Bol,2021-11-26T17:32:48,2021-11-26T21:36:30,1006.21,NETHERLANDS,MVCB-Q65T-0713,47.2
BW221109075141,shipped,Bol,2021-06-19T09:06:35,2021-06-20T19:51:36,272.96,NETHERLANDS,QT2P-7A7C-9LGB,14.99
BW221109075140,shipped,Bol,2021-06-19T09:06:08,2021-06-20T20:05:20,117.76,NETHERLANDS,3YU2-005M-PB4F,11.55
BW221109075092,shipped,Bol,2022-01-04T22:25:51,2022-01-05T15:39:45,23.86,NETHERLANDS,EBRT-6RE5-EUR5,2.73
BW221109074659,shipped,Bol,2021-06-19T09:05:37,2021-06-20T19:51:36,117.7,BELGIUM,5966-1B52-7VEV,11.55
BW221109074572,shipped,Bol,2021-06-19T08:55:29,2021-06-20T14:01:11,82.31,NETHERLANDS,X7YV-161U-E9FR,15.94
BW221109074537,shipped,Bol,2021-06-19T08:55:09,2021-06-20T19:55:00,69.26,NETHERLANDS,AVB7-5EBM-5H9N,11.9
BW221109074487,shipped,Ebay,2021-06-19T08:55:00,2021-06-20T14:01:10,845.56,NETHERLANDS,J2KN-20VN-F68C,89.01
BW221109074457,shipped,Bol,2021-09-07T08:04:48,2021-09-07T16:30:50,31.81,NETHERLANDS,U08W-9JDQ-8X2C,6
BW221109074370,shipped,Bol,2021-06-19T08:54:27,2021-06-20T14:01:01,20.38,NETHERLANDS,MTLC-K4MV-7EVQ,2.48
BW221109074284,shipped,Bol,2022-01-04T20:04:46,2022-01-05T15:51:18,60.09,NETHERLANDS,0T39-W3EG-GYNR,5.36
BW221109074141,shipped,Amazon,2021-06-19T08:43:19,2021-06-20T14:01:02,26.69,GERMANY,D6M0-GPWU-K547,5.21
BW221109074081,shipped,Bol,2021-11-26T15:11:49,2021-11-26T21:21:37,42.17,BELGIUM,12TX-UJHG-HVNK,8.65
BW221109073979,shipped,Amazon,2021-06-19T08:36:07,2021-06-20T14:00:37,33.38,AUSTRIA,66MF-5GBV-BUEU,6.46
BW221109073937,shipped,Amazon,2021-06-27T18:15:24,2021-06-28T18:30:33,69.55,FRANCE,2N23-W7P8-NM72,11.18
BW221109073922,shipped,Ebay,2021-06-19T08:33:33,2021-06-20T14:00:56,45.9,GERMANY,81PQ-MJDG-NDVT,3.03
BW221109073826,shipped,Ebay,2021-07-29T12:26:37,2021-07-29T16:15:27,154.78,FRANCE,CVEK-FGDD-68E0,15.45
BW221109073225,shipped,Bol,2021-06-19T08:33:17,2021-06-20T19:55:00,33.93,NETHERLANDS,PDCE-BLTN-B9XB,3.46
BW221109073208,shipped,Amazon,2021-06-19T08:29:20,2021-06-20T14:01:06,67.18,GERMANY,2NVW-4KH9-TELQ,12.44
BW221109073120,shipped,Ebay,2021-06-28T09:27:14,2021-06-28T18:30:59,166.85,GERMANY,V11X-VT9R-86J6,10.23
BW221109073100,shipped,Bva NL,2021-06-19T08:24:08,2021-06-20T16:35:48,14.04,NETHERLANDS,561fe7d0-04fc-4afc-7305-08d9306ef22a,
BW221109072774,shipped,Bva NL,2021-06-28T12:31:10,2021-06-28T18:31:18,81.9,BELGIUM,be84cf54-fd41-4d12-0f74-08d93857fc48,
BW221109072710,shipped,Ebay,2021-06-19T08:19:41,2021-06-20T14:01:08,35.82,GERMANY,FAFH-XHEP-VEVA,4.33
BW221109072683,shipped,Bol,2021-06-19T08:19:22,2021-06-20T19:55:00,101.81,NETHERLANDS,Y8PV-RTK6-4XF7,10.39
BW221109072599,shipped,Amazon,2021-06-19T08:15:05,2021-06-20T16:35:49,169.15,GERMANY,P8BB-W9VL-F1NQ,30.64
BW221109072329,shipped,Bol,2021-06-19T08:12:31,2021-06-20T19:54:59,10.6,NETHERLANDS,QV52-R5MC-4F3L,1.25
BW221109072204,shipped,Bol,2021-06-19T08:12:12,2021-06-20T19:54:56,90.8,NETHERLANDS,4PA8-985C-9N79,14.18
BW221109072095,shipped,Bol,2021-06-19T08:06:05,2021-06-20T19:54:58,93.14,NETHERLANDS,X6AK-0DTA-46MN,9.76
BW221109072054,shipped,Bol,2021-06-19T08:05:46,2021-06-20T19:57:58,274.07,NETHERLANDS,GC53-TACR-RTHC,20.9
BW221109072017,shipped,Bol,2021-08-30T16:32:54,2021-08-30T18:55:23,65.74,NETHERLANDS,8JL3-R0NB-KDWW,11.34
BW221109072010,shipped,Bol,2021-08-30T15:53:46,2021-08-30T18:51:08,26.93,NETHERLANDS,5TFV-RN8C-YJNG,6.21
BW221109071867,shipped,Amazon,2021-11-26T14:15:18,2021-11-26T21:45:58,104.83,FRANCE,B9MH-LDCQ-2XM4,9.07
BW221109071848,shipped,Amazon,2021-06-19T07:57:14,2021-06-20T14:00:46,30.86,FRANCE,463K-C1C8-CJK5,2.67
BW221109071777,shipped,Bol,2021-06-19T07:54:41,2021-06-20T19:54:58,12.33,NETHERLANDS,RYBP-CKVR-D4J6,2.72
BW221109071692,shipped,Bol,2021-06-19T07:54:20,2021-06-20T19:54:56,88.75,NETHERLANDS,7XKQ-XGRF-9A2Q,13.89
BW221109071518,shipped,Bol,2021-06-19T07:47:38,2021-06-20T16:37:52,39.6,BELGIUM,8V1K-B8XF-BYC8,6.8
BW221109071381,shipped,Bol,2021-06-19T07:47:22,2021-06-20T19:54:58,16.52,NETHERLANDS,6C2H-87HG-T58U,3.48
BW221109071350,shipped,Bva NL,2021-06-19T07:45:21,2021-06-20T19:56:28,12.87,NETHERLANDS,541eb9cc-440e-4b1a-48a9-08d931970130,
BW221109071302,shipped,Bva NL,2021-06-19T07:45:21,2021-06-20T19:56:25,12.87,NETHERLANDS,ed3fc043-fa81-4d32-7ae2-08d93196ff52,
BW221109071210,shipped,Amazon,2021-06-19T07:36:20,2021-06-20T14:00:35,80.39,AUSTRIA,GHPP-0VRF-N5BC,14.92
BW221109071128,shipped,Bol,2021-06-19T07:33:42,2021-06-20T14:00:28,87.64,NETHERLANDS,J75A-1YFL-6P2R,16.91
BW221109071103,shipped,Bol,2021-06-19T07:33:25,2021-06-20T19:54:57,116.27,NETHERLANDS,JHP1-8FMH-C2PF,10.03
BW221109071022,shipped,Ebay,2021-06-19T07:26:57,2021-06-20T14:00:25,28.91,GERMANY,0W45-710L-8HER,3.6
BW221109070970,shipped,Bol,2021-06-19T07:26:15,2021-06-20T16:35:46,95,NETHERLANDS,WYJH-Y1BF-C55P,17.94
BW221109070915,shipped,Amazon,2021-09-13T08:50:20,2021-09-13T13:20:52,177.59,GERMANY,LW42-4N6Q-QNXN,15
BW221109070757,shipped,Bol,2021-06-19T07:19:51,2021-06-20T19:54:57,29.4,NETHERLANDS,1RLU-M9XH-2JNR,3.13
BW221109070651,shipped,Ebay,2021-06-19T07:19:40,2021-06-20T14:00:55,31.2,GERMANY,H8JN-82QM-YYPG,2.16
BW221109070647,shipped,Ebay,2021-06-23T15:20:18,2021-06-23T20:00:28,121.95,GERMANY,M5MH-6GBH-GYJM,7.56
BW221109070533,shipped,Bol,2021-06-23T14:05:31,2021-06-23T20:00:35,127.66,NETHERLANDS,V7BX-K8F5-YPHD,11.81
BW221109070280,shipped,Amazon,2021-06-19T07:15:10,2021-06-20T14:01:00,55.58,FRANCE,GUKP-GN6G-HQ7M,10.92
BW221109070153,shipped,Amazon,2021-06-19T07:15:10,2021-06-20T14:00:31,44.34,FRANCE,9BJC-XUU9-52CK,7.12
BW221109069745,shipped,Bol,2021-06-19T07:13:38,2021-06-20T16:37:53,18.22,BELGIUM,V807-GMLB-YBP8,4.31
BW221109069682,shipped,Bol,2021-06-19T07:13:14,2021-06-20T19:51:36,327.37,BELGIUM,KN88-6BEJ-884X,26.77
BW221109069613,shipped,Ebay,2021-09-13T08:40:09,2021-09-13T13:21:11,212.6,GERMANY,QXV1-J22D-9RGD,15.09
BW221109069192,shipped,Bol,2021-12-21T16:11:45,2021-12-21T18:42:06,313.21,BELGIUM,BY2D-NNEL-KDEE,21.95
BW221109069188,shipped,Bol,2021-06-19T07:12:16,2021-06-20T19:50:55,41.41,NETHERLANDS,UKU6-5T2P-KNG1,8.52
BW221109068832,shipped,Ebay,2021-11-14T14:21:19,2021-11-15T13:26:34,27.71,FRANCE,VEEB-HFK9-WPUE,3.1
BW221109068254,shipped,Bol,2021-06-19T07:05:05,2021-06-20T14:00:44,125.06,NETHERLANDS,ED08-ABF6-H9R2,20.67
BW221109068103,shipped,Bva NL,2021-06-19T06:59:02,2021-06-20T14:00:41,239.85,BELGIUM,f47b343c-2197-473b-488c-08d931970130,
BW221109068069,shipped,Amazon,2021-06-19T06:57:29,2021-06-20T16:35:41,116.75,GERMANY,XH45-284T-FLF6,9.94
BW221109068040,shipped,Ebay,2022-03-03T11:26:10,2022-03-03T15:02:12,36.41,FRANCE,QU6F-8R66-TGQ4,4.38
BW221109067754,shipped,Bol,2021-06-19T06:47:36,2021-06-20T16:35:43,159.74,NETHERLANDS,V6MM-1GPN-VEAP,14.6
BW221109067714,shipped,Bol,2021-06-19T06:47:15,2021-06-20T14:00:52,68.06,NETHERLANDS,N6EJ-M3WT-7BFG,5.94
BW221109067405,shipped,Amazon,2021-06-19T06:43:08,2021-06-20T20:05:21,151.33,FRANCE,63ED-QGC6-XB2W,28.06
BW221109067299,shipped,Bol,2021-06-19T06:40:18,2021-06-20T19:54:54,62.98,NETHERLANDS,5EJL-11VM-MVG0,12.43
BW221109067048,shipped,Bol,2022-03-02T22:39:51,2022-03-03T15:02:02,79.85,NETHERLANDS,2XXV-AA58-AGJK,7.76
BW221109066915,shipped,Amazon,2021-06-19T06:29:09,2021-06-20T16:35:41,134.07,FRANCE,U4MR-HFA0-CUGJ,24.86
BW221109066911,shipped,Amazon,2021-06-19T06:29:07,2021-06-20T16:35:39,25.34,GERMANY,BAVC-HUWX-NUQ9,4.97
BW221109066763,shipped,Bol,2021-06-19T06:26:28,2021-06-20T14:00:23,13.72,NETHERLANDS,YMEJ-BV92-P959,1.48
BW221109066541,shipped,Bol,2021-06-19T06:26:11,2021-06-20T19:50:43,23.55,NETHERLANDS,M5LG-CFN5-1Q04,5.27
BW221109066292,shipped,Ebay,2021-06-19T06:19:35,2021-06-20T16:35:37,269.37,GERMANY,E6ML-F77N-601M,15
BW221109065969,shipped,Ebay,2021-06-28T14:20:12,2021-06-28T18:31:45,66.07,NETHERLANDS,B7NB-2FUU-T0N8,6.95
BW221109065950,shipped,Bva NL,2021-06-19T06:17:05,2021-06-20T19:56:26,14.04,NETHERLANDS,25816138-f47c-4d95-26f2-08d931450924,
BW221109065669,shipped,Bol,2021-06-19T06:12:24,2021-06-20T19:54:56,18.93,NETHERLANDS,RC0P-NXKN-H3VF,2.37
BW221109065294,shipped,Ebay,2021-06-19T05:54:43,2021-06-20T14:00:39,27.58,GERMANY,HTDJ-N19K-YM0L,1.94
BW221109065210,shipped,Bol,2021-06-19T05:47:09,2021-06-20T16:35:43,258.31,NETHERLANDS,V2XG-66LN-A6JF,14.35
BW221109065112,shipped,Bol,2021-06-19T05:40:58,2021-06-20T19:54:49,27.51,NETHERLANDS,MR6A-R0D2-L8BW,3
BW221109065029,shipped,Bol,2021-06-19T05:40:41,2021-06-20T19:54:47,25.1,NETHERLANDS,L846-J0GL-4YL0,5.56
BW221109064988,shipped,Ebay,2021-06-19T05:40:38,2021-06-20T14:01:06,63.85,GERMANY,CD10-57GH-G75H,4.1
BW221109064831,shipped,Bol,2021-06-19T05:40:21,2021-06-20T16:37:14,23.02,NETHERLANDS,4M5U-7KVJ-7W9B,5.18
BW221109064650,shipped,Bol,2021-06-19T05:33:28,2021-06-20T14:00:29,137.55,NETHERLANDS,XEPW-P5FV-UH4P,25.97
BW221109064587,shipped,Bol,2021-06-28T14:20:12,2021-06-28T18:31:44,304.97,NETHERLANDS,E196-VF70-K42H,16.4
BW221109064562,shipped,Amazon,2021-06-19T04:50:10,2021-06-20T19:56:26,123.54,BELGIUM,37N6-JTX1-3DTG,10.46
BW221109064419,shipped,Ebay,2021-06-28T15:20:14,2021-06-28T18:31:56,14.34,GERMANY,UAC6-RYNB-9AQF,1.15
BW221109064364,shipped,Bol,2021-11-13T09:46:44,2021-11-15T13:26:17,34.02,NETHERLANDS,RHHB-HW8G-HQ4J,7.18
BW221109064302,shipped,Bol,2021-06-19T04:12:09,2021-06-20T19:54:44,30.34,NETHERLANDS,P4AU-DMJB-BQRC,5.2
BW221109064231,shipped,Ebay,2021-11-12T19:54:39,2021-11-15T13:26:54,50.43,GERMANY,X2HC-C9JB-AB10,6.44
BW221109064122,shipped,Bol,2021-11-26T13:18:43,2021-11-26T21:46:30,151.36,NETHERLANDS,8KPR-B294-U2WB,9.65
BW221109063829,shipped,Amazon,2021-06-19T02:22:26,2021-06-20T16:35:35,22.54,AUSTRIA,6ETH-W7H2-T7QK,4.51
BW221109063806,shipped,Bol,2021-06-19T02:19:23,2021-06-20T19:54:39,29.93,NETHERLANDS,QVLH-0BJT-XCEW,6.43
BW221109063729,shipped,Bol,2021-06-19T02:19:23,2021-06-20T19:54:39,31.21,NETHERLANDS,GXYX-70UV-B6BV,6.67
BW221109063664,shipped,Ebay,2021-06-19T01:26:45,2021-06-20T14:00:31,56.35,GERMANY,4BXH-0EEH-C1KP,3.65
BW221109063432,shipped,Bol,2021-06-19T00:40:03,2021-06-20T19:54:39,47.5,NETHERLANDS,XH45-C7AU-6WXC,6.56
BW221109063354,shipped,Ebay,2021-06-19T00:19:41,2021-06-20T16:35:47,41.8,GERMANY,VY6G-CAU8-EK4J,5.52
BW221109063219,shipped,Bol,2021-06-19T00:05:16,2021-06-20T20:05:29,185.51,NETHERLANDS,UWCT-UQRE-XD47,27.94
BW221109063206,shipped,Amazon,2021-06-18T23:43:11,2021-06-20T14:00:25,18.08,GERMANY,5VNB-37MD-R3UK,3.68
BW221109063197,shipped,Amazon,2021-06-18T23:29:10,2021-06-20T14:00:23,54.68,FRANCE,H029-H41X-AY18,10.75
BW221109063124,shipped,Bol,2021-06-18T23:26:22,2021-06-20T14:02:04,35.42,BELGIUM,Q1DQ-FMVX-P7VR,4
BW221109062917,shipped,Bva NL,2021-06-18T23:17:03,2021-06-20T16:35:34,16.38,NETHERLANDS,48f03b63-23d9-4376-7280-08d9306ef22a,
BW221109062888,shipped,Bol,2021-06-18T23:05:38,2021-06-20T14:00:44,60.74,BELGIUM,WMYT-74VC-91Y6,5.41
BW221109062779,shipped,Bol,2021-06-18T23:05:19,2021-06-20T19:54:34,44.82,NETHERLANDS,FWH8-KMG5-5QKA,4.25
BW221109062199,shipped,Bva NL,2021-06-18T22:59:02,2021-06-20T19:56:25,134.55,NETHERLANDS,930cde61-bc52-41e8-7a60-08d93196ff52,
BW221109061695,shipped,Ebay,2021-06-18T22:47:39,2021-06-20T16:35:39,150.5,GERMANY,A2LJ-7QJA-5LLV,9.25
BW221109061426,shipped,Bva NL,2021-11-25T22:24:04,2021-11-26T21:41:06,30.42,NETHERLANDS,24fa1c41-f365-4093-c965-08d9a8c6d79a,
BW221109061336,shipped,Bva NL,2021-06-18T22:45:06,2021-06-20T16:35:33,37.44,NETHERLANDS,c35cb6bf-cb97-4800-7278-08d9306ef22a,
BW221109060785,shipped,Bol,2021-06-18T22:40:12,2021-06-20T19:54:35,21.14,NETHERLANDS,760E-70DE-XACL,4.84
BW221109060606,shipped,Bol,2021-06-18T22:26:40,2021-06-20T19:54:34,35.56,NETHERLANDS,PJHM-4K2R-YAA7,6.59
BW221109060071,shipped,Bol,2021-06-18T22:26:22,2021-06-20T19:54:32,48.35,NETHERLANDS,2HYX-GCW4-WE79,4.51
BW221109060045,shipped,Bol,2021-06-18T22:19:23,2021-06-20T19:54:33,40.38,NETHERLANDS,LAX8-L0VA-034P,8.33
BW221109059914,shipped,Bva NL,2021-06-18T22:17:05,2021-06-20T19:56:25,22.23,NETHERLANDS,91bbafab-b306-4d85-7a5a-08d93196ff52,
BW221109059272,shipped,Amazon,2021-06-18T22:15:09,2021-06-20T19:56:25,21.14,BELGIUM,9FY8-N15F-EBP9,3.95
BW221109058568,shipped,Bol,2021-06-18T22:05:34,2021-06-20T19:51:36,251.24,BELGIUM,W4U9-RATK-9MR8,37.48
BW221109057857,shipped,Amazon,2021-06-18T21:57:10,2021-06-20T16:35:39,112.9,GERMANY,GD3L-KLNP-AL3J,20.6
BW221109056537,shipped,Bol,2021-06-18T21:54:11,2021-06-20T19:58:04,67.55,BELGIUM,CGHB-EXPM-G3QN,13.26
BW221109055974,shipped,Bol,2021-06-18T21:54:11,2021-06-20T19:58:04,67.55,BELGIUM,CGHB-EXPM-G3QN,13.26
BW221109055912,shipped,Bol,2022-02-09T11:39:53,2022-02-09T14:01:55,58.29,NETHERLANDS,P5RX-PHLD-EKM4,5.23
BW221109055706,shipped,Ebay,2021-06-18T21:47:48,2021-06-20T16:35:34,108.07,GERMANY,BPN5-164X-TDEX,6.73
BW221109054029,shipped,Bol,2021-06-18T21:47:30,2021-06-20T16:37:55,21.5,BELGIUM,47U0-RNFK-YV64,4.56
BW221109052854,shipped,Bol,2021-06-18T21:47:19,2021-06-20T16:37:50,28.26,BELGIUM,0X2N-PXTJ-R2MR,4.31
